"('BROADCAST', 34969)","('UNICAST', 2048)","('UNICAST', 34525)","('BROADCAST', 2054)","('UNICAST', 2054)","('BROADCAST', 34999)","('BROADCAST', 2048)"
329.0,9364.0,144.0,108.0,26.0,6.0,23.0
